portal,serial_no,ministry_department_organisation,officer_name_designation,address,phone_fax_email,source_url,fetched_at_utc
CPGRAMS,11,Civil Aviation,Shri Sudhansu Sekhar Mishra Deputy Secretary and PGO,"Room. No.C-27, Ground Floor, B-Block, Rajiv Gandhi Bhawan, Safdarjung Airport, New Delhi",01124610364 ss.mishra[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,12,Coal,Smt Chetna Shukla Deputy Director General,"Ministry of Coal, 5rd Floor, Lok Nayak Bhawan, New Delhi",01124699948 chetna.shukla[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,13,Commerce,Shri Govind Mishra Deputy Secretary,"Vanijya Bhavan, New Delhi",01123038552 jspg-doc[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,14,Consumer Affairs,Shri Prashant Dubey Director,Room No.372 - B Krishi Bhavan New Delhi,01123384390 dspg-ca[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,15,Cooperation,Shri Goonjan Kumar Joint Director,"Atal Akshay Urja Bhawan, CGO Complex, Lodhi Road, New Delhi",01120849009 dir.cd3-coop[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,16,Corporate Affairs,C.M. Karlmarx Joint Director,"Kota House, New Delhi",01123385285 cm.karlmarx[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,17,Culture,Randheep Thakur Director,"Room No. 220075, Kartavya Bhawan-II, Ministry of Culture, New Delhi",01124014233 randheep.thakur[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,18,Defence,Shri Manish Tripathi JS MIS,"Room No. 198A, South Block New Delhi",01123017828 usdpg-mod[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,19,Defence Finance,Dr. Ishita Ganguli Tripathy Addl. Financial Advisor and Joint Secretary,"Room No 26039, 6th Floor Kartavya Bhawan-2, New Delhi",01124014414 addl.fa1-dad[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,20,Defence Production,Dr. Meetu Agarwal Director Coord DDP,"Room No. 25103, Kartavya Bhawan- 2, New Delhi",01124015526 dir-coord[at]ddpmod.gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,21,Defence Research and Development,Dr. Sanjai Kumar Dwivedi Sc G and Director Human Resource & Vigilance,"DRDO HQrs, Min of Defence, Room No. 217, DRDO Bhawan, Rajaji Marg, New Delhi",01123007218 director-dhrv[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,22,Development of North Eastern Region,Shri Jitendra R. Gaikwad Joint Secretary,"Room No. 11 Block- 12A Jodhpur Officers Hostel, Pandara Park",01121411638 JR.Gaikwad[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,23,Drinking Water and Sanitation,Shri Arun Kumar Kembhavi Director,"4th Floor, Pt. Deendayal Antyodhya Bhawan, CGO Complex,",01124364112 arunkumar.kembhavi[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,24,Earth Sciences,RAJENDRA KUMAR KUMHAR Director,"Room No. 305 3rd Floor, Prithvi Bhawan Opp. India Habitat Centre, Lodi Road, New Delhi",01124669718 rajendrakumhar[at]ord.gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,25,Economic Affairs,Mr. Sourabh Kumar Under Secretary,"Room No. 15051 Work Hall, 5th Floor, A - Wing, Kartavya Bhavan - 1, New Delhi-110001",01124012870 sourabhkumar3.pb[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,26,Electronics & Information Technology,Sudeep Shrivastava Joint Secretary and GC,"6, CGO Complex, Electronics Niketan, New Delhi",01124301815 js.ssoffice[at]meity.gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,27,Empowerment of Persons with Disabilities,Ipsita Mitra Deputy Secretary,"5th Floor, Pt. Deendayal Antyodaya Bhawan, CGO Complex, Lodhi Road, New Delhi",01124369066 cpgramsdepwd[at]gmail[dot]com,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,28,"Environment, Forest and Climate Change",Shri Debabrata Das Deputy Secretary,"3rd Floor, Jal Wing, Indira Paryavaran Bhavan, Jor Bagh New Delhi",01120819284 debabrata.d13[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,29,Ex Servicemen Welfare,Brig IP Singh Brig ESW,"6th Floor, Kartavya Bhavan-2, New Delhi",01124014705 ds-pg[at]desw.gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,30,Expenditure,Shri Sunil Kumar Deputy Secretary,"Room No. 48E, North Block, New Delhi",01123095705 sunilkumar0970[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,31,External Affairs,Ms. Esha Srivastava Joint Secretary,"CPV Division, Patiala House Annexe, Tilak Marg, New Delhi",01123384529,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,32,Fertilizers,Mohan Lal Meena DS Coordination,"Shastri Bhawan, New Delhi",01123388064 mohanlal.meena70[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,33,Financial Services (Banking Division),SHRI SWAPNIL AGRAWAL DIRECTOR,"3RD Floor, Jeevan Deep Building Building, Sansad Marg New Delhi",01123346785 dir.sa-dfs[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,34,Financial Services (Insurance Division),Sh SWAPNIL AGRAWAL DIRECTOR,"3RD Floor,Jeevan Deep Building Building, Sansad Marg New Delhi",01123346785 dir.sa-dfs[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,35,Financial Services (Pension Reforms),Shri. Swapnil Agrawal Director,"3rd Floor, Jeevandeep Building New Delhi",01123748786 dir.sa-dfs[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,36,Fisheries,Pumzalal Pulamte Deputy Secretary,"First floor Chanderlok Building, Janpath New Delhi",01123710006 p.pulamte[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,37,Food and Public Distribution,Ms. Nandita Mishra Senior Economic Adviser,Room No. 194 Krishi Bhavan New Delhi,01123070371 nandita.mishra[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,38,Food Processing Industries,Shri. Preetpal Singh Joint Secretary,"Panchsheel Bhawan, August Kranti Marg, New Delhi",01126492476 preetpal.singh[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,39,Health & Family Welfare,Ashok Kumar Gupta Director,Room No. 110050,01124013421 ashok.kgupta[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,40,Health Research,Shri Pradyumn Kumar Under Secretary,"Room No. Indian Red Cross Society Building, 1, Red Cross Road, NEW DELHI",01123736218 pradyumn.kumar[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,41,Heavy Industry,Brijesh Kumar Joint Director,"GPOA-3, R. No. 2519, Neta ji Nagar, New Delhi",01126112329 jd.pg.mhi[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,42,Higher Education,Dharmendra Kr Himanshu DS,"Room No. 6,West Block 1,wing 6, R K Puram, 2nd Flo or,D/o Higher Education,Ministry of Education, New Delhi",01123384721 dk.himanshu[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,43,Home Affairs,DS Coord DS coord,"5th Floor, Media Wing, NDCC - II Building New Delhi",01123438002 dircoord-mha[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,44,Housing and Urban Affairs,Sh. SHANKAR PRASAD CHOUDHARY DEPUTY SECRETARY,"Room No. 0816, 8th Floor, Sankalp Bhawan",01123783000 shankar.pc[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,45,Information and Broadcasting,Suresh Kumar Meena Deputy Secretary,"Room No. 22067, Kartavya Bhawan 2, New Delhi",01124015833 suresh.kumar150873[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,46,Investment & Public Asset Management,Shri Sudhir Shyam Economic Adviser,"Room No. 520, 5th Floor Block No.14 CGO Complex, Lodhi Road New Delhi",01124368037 sudhir.s[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,47,Justice,G MUthuraja JS,"Jaisalmer House, Mansingh Road, New Delhi",01123070673 drj1-doj[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,48,Labour and Employment,Shri G. Sajith Kumar Deputy Secretary and Nodal PGO,"Room No. 505, Fifth Floor, Shram Shakti Bhavan, Rafi Marg, New Delhi.",01123719054 sajith.edu[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,49,Land Resources,Vivek Narayan Deputy Secretary,"Work Hall No.32007, 2nd Floor, Kartavya Bhawan-3, New Delhi-110001",01124011524 vivek.narayan14[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,50,Legal Affairs,Devanshu Kumar Public Grievance Officer,"4th Floor, A-Wing, Shastri Bhawan, Dr. Rajendra Prasad Rd. New Delhi",01123383634 pgcell.dla[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,51,Legislative Department,Rajesh Kumar Deputy Secretary,"Room No.24050, 4th Floor, Kartavya Bhavan-2, New Delhi",01124016043 admin1ld[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,52,Micro Small and Medium Enterprises,Md. Salik Parwaiz Director,"32063, Kartavya Bhavan 3, 2nd Floor, New Delhi",01124011292 salik.parwaiz[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,53,Military Affairs,Parag Kabat Director Coord,Room No 143 Sena Bhawan New Delhi,01123013416 dircoord.ec-dma[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,54,Mines,Shri Rajesh Kumar Ner Section Officer - PG&PI,"Zone 3, 4th Floor, GPOA-3 Building, Netaji Nagar, New Delhi",01126773646 pgpi-mom[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,55,Minority Affairs,Shri T.K. Das Deputy Secretary,"Pt. Deendayal Antyodaya Bhawan, 11th Floor,CGO Complex, Lodhi Road, New Delhi",01124364277 dsrti-mma[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,56,New and Renewable Energy,Mr. M. Mukherjee Director,"Room No. 309, Atal Akshaya Urja Bhavan, Opp. CGO Complex, Lodi Road, N Delhi",01124303164 m.mukerjee[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,57,NITI Aayog,VINOD KUMAR DS,"Room No. 404, NITI Aayog, Sansad Marg, New Delhi",01123042475 vinod.kumar[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,58,O/o the Comptroller & Auditor General of India,Sumeet Kumar Assistant Comptroller and Auditor General,"9, Deen Dayal Upadhayaya Marg, New Delhi",01123509303 acn[at]cag.gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,59,Official Language,Satinder Kaur Deputy Secretary,"NDCC-II Bhawan, Jai Singh Road New Delhi",01123438155 s.kaur68[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,60,Panchayati Raj,Shri Prashant Kumar Under Secretary,"Ministry of Panchayati Raj, Tower II, 9th Floor, Jeevan Bharti Building, New Delhi",01123725314 prashant.rth[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,61,Parliamentary Affairs,S. S. Patra Deputy Secretary,"S-59, Parliament House, New Delhi",01123083876 ss.patra[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,62,Pensions and Pensioners Welfare,Sanjay Bharti Under Secretary CPENGRAMS,"3rd Floor, Lok Nayak Bhawan, Khan Market",01124644632 sanjay.bharti84[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,63,Personnel and Training,Dilip Kumar Jha Deputy Secretary,"31010 , DOPT, Kartavya Bhavan - 03, New Delhi",01124010499 dk.jha[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,64,Petroleum and Natural Gas,Shri Aditya Shekhar Singh Deputy Secretary,Room No. FF 31112 Kartavya Bhawan 3 New Delhi,01124011194 aditya.singh[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,65,Pharmaceutical,Vijay Kumar Srivastava Director,Janpath Bhawan,01123327718 vijayk.srivastava25[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,66,Posts,Shri Rupesh Pal ADG PG,"Room No. 236H1, Dak Bhavan, Parliament Street New Delhi",01123096087 ddgpgq[at]indiapost.gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,67,Power,Amarjit Singh Director - Public Grievance and RTI,"2nd Floor, F Wing, Nirman Bhawan, Maulana Azad Rd, Rajpath Area, New Delhi",011230633454 singh.amarjit[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,68,Promotion of Industry and Internal Trade,DALIP KUMAR CHAWLA Deputy Secretary,"Room No. 226, ,Department for Promotion of Industry and Internal Trade, Udyog Bhavan, New Delhi",01123062947 dalip.chawla[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,69,Public Enterprises,Muni Ram Meena Director,"Room No. 422, Block No. 14, Public Enterprises Bhawan, CGO Complex, Lodhi Road, New Delhi",01124362770 munirammeena[at]ord.gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,70,"Railways, ( Railway Board)",RATNESH KUMAR JHA EXECUTIVE DIRECTOR PG,ROOM NO. 509 RAIL BHAVAN RAISINA ROAD NEW DELHI,01123386203 edpg[at]rb.railnet.gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,71,Revenue,Shri Manu J Vattickan Director Coord,"Kartavya bhawan 1, C wing",01124012460 dir-coord-dor[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,72,Road Transport and Highways,Shri Lalit Kumar Director,"Room No. 239,Transport Bhawan, Sansad Marg New Delhi",01123710211 lalit.kr[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,73,Rural Development,Shri Prabhat Kumar Deputy Secretary,"Inadia Habitat Centre Core 5A, 2nd Floor, New Delhi",01124360565 prabhat.kmr[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,74,School Education and Literacy,Shri Subhankar Mishra Joint Director,"Room No. 101-D Wing, Department of School Educatio n and Literacy, Ministry of Human Resource Develo pment,Shastri Bhawan New Delhi",01123073542 mishra.edu[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,75,Science and Technology,Sumona Bhattacharya Under Secretary PG,"Department of Science and Technology, Technology Bhavan, New Mehrauli Road, New Delhi",01126590462 sumona.bhattacharya[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,76,Scientific & Industrial Research,Sh. Sanjeev Jain Deputy Secretary,"Technology Bhawan, New Mehrauli Road, New Delhi",01126962185 sanjeev.jain[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,77,Shipping,Sh. Mrityunjay Jha Director,"Room No. 545,Parivahan Bhavan, 1, Sansad Marg New Delhi",01123313948 mrityunjay.jha[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,78,Skill Development and Entrepreneurship,Shri Khamchin Naulak Deputy Secretary,"2nd Floor, Kaushal Bhawan, New Moti Bagh, New Delhi",01123465915 k.naulak[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,79,Social Justice and Empowerment,Shri Awdhesh Kumar Mehta Deputy Secretary,"Pt. Deendayal Antyodaya Bhawan, CGO Complex, New Delhi.",01124369837 ds-stats-dosje[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,80,Space,Padma Jyothi S Deputy Secretary,"Antariksh Bhavan, New B.E.L. Road, Bengaluru",08022172402 pgdos[at]isro.gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,81,Sports,K.M. Harilal Director,"Room No. 7403, 7th Floor, GPOA-03, Netaji Nagar, New Delhi - 110023",01123385101 km.harilal[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,82,Staff Selection Commission,Shri Varinder Singh Deputy Secretary,"Staff Selection Commission, Block No. 12, CGO Complex, Lodhi Road, New Delhi-110003 i",01124364795 vsingh.71[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,83,Statistics and Programme Implementation,Shri Mahesh Chand Beniwal Deputy Secretary,"Room No. 13, Khurshid Lal Bhawan, Ministry of Stat istics and Programme Implementaion,Janpath, New De lhi",01123455750 mc.beniwal[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,84,Steel,Ms. Gurpreet Gadhok Director,"Room No. 63, Udyog Bhavan, New Delhi",01123063355 gurpreet.gadhok[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,85,Telecommunications,Sh. B M Patel Director MOC PG,"Room No.605, 6th Floor Mahanagar Doorsanchar Bhawa n Near Zakir Hussain College Old Minto Road New De lhi",01123220537 dirpg.hq-dot[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,86,Textiles,Shri Rajeev Ranjan Kumar Director,"Udyog Bhavan, New Delhi",01123061142 rajeevkumar.dad[at]gov[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,87,Tourism,Sudhansu Sekhar Mishra Under Secretary,"Transport Bhawan, 1, Sansad Marg, New Delhi, Delhi",01123713521 ss.mishra[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,88,Tribal Affairs,Randhir Kumar B. Patel Director,"Ministry of Tribal Affairs, Jeewan Tara Building",01123343303 randhir.patel[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,89,Unique Identification Authority of India,Neeraj Kumar Director,"Unique Identification Authority of India, HQ 6th F loor, Bangla Sahib Road Behind Kali Mandir, New De lhi",01123478453 dir.crm-hq[at]uidai.net[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,90,"Water Resources, River Development & Ganga Rejuvenuation,",Sankha Roy Director Coord,Room No 210 Ground Floor Shastri Bhawan New Delhi,01123382448 dsea-mowr[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,91,Women and Child Development,Shri Aujender Singh Director,"Room No. 641-A, 6th Floor, A Wing, Shastri Bhawan, New Delhi",01123380547 aujender.singh[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
CPGRAMS,92,Youth Affairs,Madhavi Mohan Deputy Secretary,"Room No. 6107, 6th Floor, Zone-1 GPOA-3 Netaji Nagar, Bhikaji Cama Place, New Delhi",01124113206 manoj.manu[at]nic[dot]in,https://pgportal.gov.in/Home/NodalPgOfficers,2026-08-23T06:45:58.414113+00:00
